timestamp,question,answers/0/text,answers/0/correct,answers/0/choice,answers/1/text,answers/1/correct,answers/2/text,answers/2/correct,answers/3/text,answers/3/correct
2018-04-20 19:03:46,"According to Kermit the Frog, “It's not easy being” what?",Green,true,A,Gorgeous,false,Goth,false,,
2018-04-20 19:04:14,What is the largest planet in our solar system?,Jupiter,true,A,Super Mercury,false,Mars after a bee sting,false,,
2018-04-20 19:09:31,The “Back to the Future” movie trilogy spans how long a period of time?,130 years,true,A,60 years,false,100 years,false,,
2018-04-21 01:06:25,Which is a component of most modern computers?,Keyboard,true,A,Wind chime,false,Grease trap,false,,
2018-04-21 01:09:46,In what language is “555” internet slang for laughter?,Thai,true,A,Korean,false,Chinese,false,,
2018-04-21 01:11:08,The invention known as the Archimedes' screw is typically used for what?,Pumping water,true,A,Fastening wood,false,Preparing meat,false,,
2018-04-22 01:03:42,What kind of power do televisions run on?,Electricity,true,A,Caffeine,false,Pure charisma,false,,
2018-04-22 01:06:11,Which of these Beatles songs is sung entirely in English?,Norwegian Wood,true,A,Across the Universe,false,Michelle,false,,
2018-04-22 01:08:16,Which of these battles did NOT happen during World War II?,Battle of Verdun,true,A,Battle of the Bulge,false,Battle of Midway,false,,
2018-04-22 01:08:53,What PBS icon was named an honorary captain of a National Hockey League team?,Mister Rogers,true,A,Bob Ross,false,William F. Buckley Jr.,false,,
2018-04-22 01:10:10,Which of these nations has NOT produced a secretary-general of the United Nations?,Brazil,true,A,Egypt,false,Sweden,false,,
2018-04-23 01:06:01,The tech term “malware” combines what word with software?,Malicious,true,A,Malfunctioning,false,Malevolent,false,,
2018-04-23 01:09:34,Which of these US states' capitals has the fewest residents?,Maryland,true,A,Minnesota,false,Iowa,false,,
2018-04-23 01:10:24,Which of these rappers is the tallest?,Lil Yachty,true,A,Lil Uzi Vert,false,Lil Wayne,false,,
2018-04-23 01:11:06,What kind of tax does NOT apply in the regular edition of Monopoly?,Property tax,true,A,Poor tax,false,Income tax,false,,
2018-04-23 01:13:53,Which person is NOT mentioned in REM's “It's the End of the World as We Know It”?,Leonard Cohen,true,A,Leonid Brezhnev,false,Lester Bangs,false,,
2018-04-23 19:04:09,Which of these sandwiches is often grilled?,Cheese,true,A,Knuckle,false,Earl,false,,
2018-04-23 19:05:34,Which of these is considered an oxymoron?,Jumbo shrimp,true,A,Sizzling fajitas,false,Albino alligator,false,,
2018-04-23 19:09:20,The concept now known as the “uncanny valley” was created by a scientist from what country?,Japan,true,A,USA,false,France,false,,
2018-04-24 01:09:42,Which of these countries relies on nuclear power for more than 75 percent of its electricity?,France,true,A,Russia,false,Japan,false,,
2018-04-24 01:11:06,In which of these novels is the first word the same as the title?,Lolita,true,A,Frankenstein,false,Dracula,false,,
2018-04-24 19:04:29,Which of these is typically sold in a bakery?,Muffins,true,A,Top hats,false,Power saws,false,,
2018-04-24 19:07:40,The digastric muscle can be found directly under what body part?,Jaw,true,A,Heart,false,Stomach,false,,
2018-04-24 19:08:30,"Because he likes the “lessons,” what film has the rapper known as Puff Daddy watched at least 63 times?",Scarface,true,A,Big,false,Titanic,false,,
2018-04-24 19:10:38,Which of these words was invented by Jonathan Swift and is a synonym for “big”?,Brobdingnagian,true,A,Lilliputian,false,Gargantuan,false,,
2018-04-25 01:04:23,Which of these animals is usually the smallest?,Goose,true,A,Moose,false,Bruce Willis,false,,
2018-04-25 01:05:03,Which of these is a shade of red?,Crimson,true,A,Turquoise,false,Emerald,false,,
2018-04-25 01:07:12,Which state's capital contains the name of the state?,Indiana,true,A,Iowa,false,Maine,false,,
2018-04-25 01:08:27,Which animal is NOT a species of wild cat?,Rorqual,true,A,Oncilla,false,Margay,false,,
2018-04-25 01:09:10,The lead actor in “Better Call Saul” starred on what '90s sketch comedy TV series?,Mr. Show,true,A,The State,false,Kids in the Hall,false,,
2018-04-25 19:05:33,Which of these shapes has the most sides?,Hexagon,true,A,Pentagon,false,Rhombus,false,,
2018-04-25 19:06:10,Which of these would be considered a peccadillo?,Tardiness,true,A,Identity theft,false,Kidnapping,false,,
2018-04-25 19:06:49,Which of these terms refers to a popular type of wooden board used for decorating?,Shiplap,true,A,Boatcull,false,Craftpanel,false,,
2018-04-25 19:08:15,The game now known as laser tag began as a 1979 toy inspired by what franchise?,Star Trek,true,A,The Jetsons,false,Doctor Who,false,,
2018-04-26 01:05:37,Which term describes pajamas with initials stitched onto them?,Monogrammed,true,A,Monorailed,false,Monologued,false,,
2018-04-26 01:07:21,What type of wine is spoiled in a hit '90s song by Alanis Morissette?,Chardonnay,true,A,Sherry,false,Merlot,false,,
2018-04-26 01:09:39,What music legend's hat stole the show at the 2009 presidential inauguration?,Aretha Franklin,true,A,Keith Urban,false,Pharrell,false,,
2018-04-26 01:10:24,The creator of which of these fonts has publicly declared it “the best font in the world”?,Comic sans,true,A,Papyrus,false,Helvetica,false,,
2018-04-26 03:36:57,Who lends his name to the machines that typically resurface the ice at skating rinks?,Frank Zamboni,true,A,Charles Ponzi,false,Brian Boitano,false,,
2018-04-26 03:39:44,The director of which film appeared in several episodes of “Degrassi: The Next Generation”?,Clerks,true,A,Knocked Up,false,The Sixth Sense,false,,
2018-04-26 19:06:46,"Geographically speaking, an atoll is a type of what?",Island,true,A,Peninsula,false,Isthmus,false,,
2018-04-26 19:08:00,What does the Italian exclamation “Basta!” translate to in English?,Enough!,true,A,Great!,false,Pasta!,false,,
2018-04-26 19:08:37,Which US president never had a spouse?,James Buchanan,true,A,Martin Van Buren,false,John Tyler,false,,
2018-04-26 19:11:34,Which of these actors is known for tweeting pictures of his own paintings?,Anthony Hopkins,true,A,Sam Neill,false,Michael Caine,false,,
2018-04-27 01:05:17,Which is a common flavor of toothpaste?,Mint,true,A,Salt,false,Mayonnaise,false,,
2018-04-27 01:06:23,Which of these is a food that vegans would eat?,Spinach,true,A,Strip steak,false,Tuna salad,false,,
2018-04-27 01:07:29,"Thanks to its density, which of these elements is the heaviest?",Lead,true,A,Silver,false,Aluminum,false,,
2018-04-27 01:09:35,Which of these artists has NOT recorded a song based on “Wuthering Heights”?,Annie Lennox,true,A,Kate Bush,false,Celine Dion,false,,
2018-04-27 19:06:28,Which of these terms is used to describe the news media?,Fourth estate,true,A,Second base,false,Third watch,false,,
2018-04-27 19:07:17,"In the 1989 film “Turner &amp; Hooch,” what kind of animal was Hooch?",Dog,true,A,Ferret,false,Skunk,false,,
2018-04-27 19:08:33,The rapper Q-Tip is part of what classic hip-hop group?,A Tribe Called Quest,true,A,Public Enemy,false,De La Soul,false,,
2018-04-27 19:10:34,The Lone Star State does NOT border which state?,Centennial State,true,A,Land of Enchantment,false,Pelican State,false,,
2018-04-27 19:11:48,Who was inducted into the National Inventors Hall of Fame first?,Nikola Tesla,true,A,Philo Farnsworth,false,Louis Pasteur,false,,
2018-04-28 01:04:51,Who is the Eiffel Tower named after?,Gustave Eiffel,true,A,Gustave Tower,false,Indoor Football League,false,,
2018-04-28 01:06:23,What is the name of the layer that lies between the crust and core of the Earth?,Mantle,true,A,Ocean,false,Continent,false,,
2018-04-28 01:09:48,Which of these landmark Supreme Court cases was handed down first?,Dred Scott v. Sandford,true,A,Brown v. Board,false,Plessy v. Ferguson,false,,
2018-04-29 01:06:50,Which of these particles is NOT found within an atomic nucleus?,Electron,true,A,Proton,false,Neutron,false,,
2018-04-29 01:08:00,“Let My Love Open the Door” was a hit for a former member of what band?,The Who,true,A,Genesis,false,Led Zeppelin,false,,
2018-04-29 01:08:39,Which of these BBQ dishes is most closely tied to Kentucky?,Chipped mutton,true,A,Brunswick stew,false,Dry ribs,false,,
2018-04-29 01:09:39,Which of these words is used to refer to more than one ferret?,Business,true,A,Punch,false,Clever,false,,
2018-04-29 01:10:52,You are most likely to hear the Tetum language spoken in which capital city?,Dili,true,A,Mogadishu,false,La Paz,false,,
2018-04-30 01:04:55,Which of these is NOT a common type of underwear?,Bee beard,true,A,Briefs,false,Boxers,false,,
2018-04-30 01:08:16,Which of these investments takes longest to mature?,T-bonds,true,A,T-notes,false,T-bills,false,,
2018-04-30 01:10:30,Which of these is an anagram of “twelve plus one”?,Eleven plus two,true,A,Twenty-one elves,false,Twelve one-ups,false,,
2018-04-30 01:12:04,Which of the following cities is NOT home to an inaugural NHL team?,Pittsburgh,true,A,Chicago,false,Detroit,false,,
2018-04-30 01:14:23,Which nation's flag features a simple geometric form meant to resemble the nation's shape?,Bosnia and Herzegovina,true,A,Nepal,false,Argentina,false,,
2018-04-30 19:05:49,Which of these states lies farthest west?,New Mexico,true,A,North Carolina,false,New Jersey,false,,
2018-04-30 19:06:18,Which of these people was president of the US during the Civil War?,Abraham Lincoln,true,A,Andrew Jackson,false,Ulysses S. Grant,false,,
2018-04-30 19:06:54,What would you directly learn to do from the Chicago Manual of Style?,Punctuate a sentence,true,A,Kern a font,false,Accessorize a dress,false,,
2018-05-01 01:08:42,Which of these words can describe both a hat and a type of sleeve?,Cap,true,A,Tam,false,Bowler,false,,
2018-05-01 01:10:11,Which of these video game companies first made playing cards?,Nintendo,true,A,Atari,false,Sega,false,,
2018-05-01 19:03:34,What color are most official New York taxicabs?,Yellow,true,A,Rainbow,false,Red / White / Blue,false,,
2018-05-01 19:05:24,Which of these animated movies featured the song “A Whole New World”?,Aladdin,true,A,Toy Story,false,An American Tail,false,,
2018-05-01 19:05:59,What judge oversaw the 1994-95 trial of OJ Simpson?,Lance Ito,true,A,Joe Brown,false,Mills Lane,false,,
2018-05-02 01:04:28,"According to old superstition, in order to avoid a jinx you should knock on what?",Wood,true,A,Your neighbor's window,false,The Mona Lisa,false,,
2018-05-02 01:06:36,Frenchman Fernand Lamaze came up with a popular technique for what?,Childbirth,true,A,Serving a tennis ball,false,Frying potatoes,false,,
2018-05-02 01:07:15,"If you filed an extension on your individual US tax return this year, when is your new deadline?",October 15,true,A,August 15,false,June 15,false,,
2018-05-02 01:07:59,Which of these phrases has NOT been the title of a James Bond film?,Tomorrow Is Not Enough,true,A,Live and Let Die,false,For Your Eyes Only,false,,
2018-05-02 01:09:20,What classic cartoon character's catchphrase refers to a dish of corn and lima beans?,Sylvester the Cat,true,A,Popeye,false,Mighty Mouse,false,,
2018-05-02 01:10:02,Which of these prizes did author Annie Proulx NOT earn for “Brokeback Mountain”?,Pulitzer,true,A,National Magazine Award,false,O. Henry,false,,
2018-05-02 01:10:41,The 1980 US hockey team won the gold medal by defeating which country in the final game?,Finland,true,A,Canada,false,Soviet Union,false,,
2018-05-02 19:06:49,"Despite his name, which of these musicians is actually from Morocco?",French Montana,true,A,Flo Rida,false,Bruno Mars,false,,
2018-05-02 19:10:50,About how long does light from our Sun take to reach Earth?,8.3 minutes,true,A,3.8 minutes,false,38 seconds,false,,
2018-05-02 19:11:43,A direct flight from Bishkek to Ashgabat will nearly pass over which country's capital?,Uzbekistan,true,A,Kazakhstan,false,Afghanistan,false,,
2018-05-03 01:08:56,The current capital city of which country was NOT its capital in 1990?,Nigeria,true,A,Côte d'Ivoire,false,Burkina Faso,false,,
2018-05-03 19:07:33,A character on “Seinfeld” once found the discarded set of what TV show host?,Merv Griffin,true,A,Johnny Carson,false,Jerry Springer,false,,
2018-05-03 19:08:09,Which of these tech companies does NOT have the same CEO as the other two?,Kickstarter,true,A,Square,false,Twitter,false,,
2018-05-03 19:11:25,What date is inscribed on the granite waterfront monument in Massachusetts' Pilgrim Memorial State Park?,1620,true,A,1492,false,1776,false,,
2018-05-04 01:05:00,"If you are about to use foul language, you might say “pardon my” what?",French,true,A,Screaming,false,Grandmother,false,,
2018-05-04 01:05:38,"In a trial, who is charged with proving guilt?",Prosecution,true,A,Defense,false,Judge,false,,
2018-05-04 01:08:24,Which of these shirts would an Australian most likely call a “skivvy”?,Turtleneck,true,A,Sleeveless T-shirt,false,Crop top,false,,
2018-05-04 01:09:17,Which of these terms accurately describes America's three most popular beer brands as of 2017?,Lager,true,A,Ale,false,IPA,false,,
2018-05-04 01:09:55,Which of these songs was recorded by a band originally named “On A Friday”?,Idioteque,true,A,Creeping,false,Just Like Heaven,false,,
2018-05-04 19:03:43,Who typically wins a marathon?,Fastest runner,true,A,Loudest yeller,false,Messiest eater,false,,
2018-05-04 19:04:58,Eggs that are fried without being flipped over are typically described how?,Sunny side up,true,A,Soft boiled,false,Over medium,false,,
2018-05-04 19:05:33,What is the term in typography for adjusting the spacing between characters to create the best look?,Kerning,true,A,Blocking,false,Strafing,false,,
2018-05-05 01:20:18,Which of these kinds of chips would you use to make nachos?,Tortilla,true,A,Poker,false,Bargaining,false,,
2018-05-05 01:21:55,"If planted properly, what kind of trees will acorns grow into?",Oaks,true,A,Willows,false,Pines,false,,
2018-05-05 01:23:08,What synonym for “evil” comes from an old term referring to the left-hand side?,Sinister,true,A,Depraved,false,Malevolent,false,,
2018-05-05 01:23:41,Which of these is a weapon in the classic version of the board game Clue?,Wrench,true,A,Poison,false,Baseball bat,false,,
2018-05-05 01:25:06,"By definition, if a Middle Eastern dish has dopiaza in its name, it will include what ingredient?",Onion,true,A,Tomato,false,Rice,false,,
2018-05-05 01:27:10,What colors dominate the flag of the world's smallest nation?,Yellow / white,true,A,Red / white,false,Blue / white,false,,
2018-05-06 01:11:29,Which of these disputed territories is NOT claimed by the nation of Georgia?,Transnistria,true,A,Abkhazia,false,South Ossetia,false,,
2018-05-06 01:13:35,The lyric “dark side of the moon” is sung in what Pink Floyd song?,Brain Damage,true,A,Eclipse,false,Any Colour You Like,false,,
2018-04-06 01:08:50,Whose work would you be most likely to learn more about on https://t.co/wIN6SjdXeh?,Robert Cray,true,A,Bob &amp, Ray,B,Bobby Flay,7,
2018-02-05 20:14:09,Which statement is NOT true about photosynthesis and chemosynthesis?,Both powered by sunlight,true,A,Both involve… https://t.co/5FEXHxoJ1w,false,,,,
2018-02-06 02:16:12,Which public radio program is hosted by the cousin of a multiple Oscar-nominated composer?,This American Life… https://t.co/TCq5MtCnKD,true,A,,,,,,
2018-02-08 02:05:14,"In Shakespeare's play “Julius Caesar,” what phrase does the titular character say to Brutus?","Et tu, Brute?",true,A,,false,,,,
2018-02-13 20:11:36,What writer was the first to receive a MacArthur “genius” grant for science fiction?,Octavia E. Butler,true,A,Samu… https://t.co/sgGFKTGbaZ,false,,,,
2018-02-14 20:09:04,"Ron Perlman, Kris Kristofferson and Lynda Carter have all recorded voices for what video game series?",Fallout… https://t.co/eZnsaKH5om,true,A,,,,,,
2018-02-15 02:11:29,A key financial backer of the 1961 Freedom Rides was famous for recording which song?,Jump in the Line,true,A,A Ch… https://t.co/8kgwP55MoS,false,,,,
2018-02-15 02:15:23,Which of these U.S. federal government positions comes with the highest annual salary?,Postmaster General,true,A,S… https://t.co/zM6MxGfwHx,false,,,,
2018-02-19 20:11:35,Which First Lady's official portrait features her resting her hand on a large dog?,Grace Coolidge,true,A,Eleanor R… https://t.co/S2NCw6QMAv,false,,,,
2018-02-20 02:14:50,"Earlier this decade, the billionaire creator behind what '90s craze got busted for tax evasion?",Beanie Babies… https://t.co/xqRfXKV3y9,true,A,,,,,,
2018-02-21 02:07:56,"According to the title of her hit 2015 song, how long is Rihanna from wildin'?",FourFiveSeconds,true,A,A few hours… https://t.co/Nxtk7XgAWF,false,,,,
2018-02-21 20:12:44,What town is home to the most works by the architect of Taliesin West and Graycliff?,"Oak Park, Illinois",true,A,Col… https://t.co/GXtZV6ujoO,false,,,,
2018-03-07 02:08:58,What was the nickname of the first manned airplane to break the sound barrier?,Glamorous Glennis,true,A,Spirit of… https://t.co/r0R26t29VG,false,,,,
2018-03-07 02:13:01,Sprinter Justin Gatlin once ran a record-breaking 100 meter sprint thanks to what advantage?,Industrial fan,true,A,,false,,,,
2018-03-07 20:11:44,"What author is credited with coining the opening line, “It was a dark and stormy night”?",Edward Bulwer-Lytton… https://t.co/V4iS6X3l53,true,A,,,,,,
2018-03-09 20:12:20,Which of these iconic U.S. buildings did NOT have the same architect as the other two?,Transamerica Pyramid,true,A,,false,,,,
2018-03-10 02:14:23,Which of these degrees qualifies you for the NASA Astronaut Candidate program?,Clinical Psychology,true,A,Aviation… https://t.co/666SJ9ijvb,false,,,,
2018-03-11 02:15:03,Which of these schools had a future U.S. president officially serve as its president?,Princeton University,true,A,,false,,,,
2018-03-12 01:09:58,"In a standard deck of playing cards, which king is holding an axe and facing sideways?",King of Diamonds,true,A,Kin… https://t.co/JOSww34JFu,false,,,,
2018-03-12 19:06:09,"According to the National Weather Service, what differentiates a blizzard from a snowstorm?",Strength of wind,true,A,,false,,,,
2018-03-12 19:12:17,Which pair of countries have capital cities that start with the same letter?,Nigeria / Netherlands,true,A,Angola /… https://t.co/ajhaNxPKB3,false,,,,
2018-03-13 01:12:05,"If a pair of brothers marries a pair of sisters, what would a genealogist call their kids?",Double cousins,true,A,S… https://t.co/IvFHNy34ll,false,,,,
2018-03-17 01:10:58,"According to his own writings, how did St. Patrick first arrive in Ireland?",Brought by pirates,true,A,Servant to a… https://t.co/c2GHNhBx54,false,,,,
2018-03-18 01:09:16,Which of these is suggested in the Lamaze method of giving birth?,Moving during labor,true,A,Inducing at a set tim… https://t.co/eJ3WrMzM92,false,,,,
2018-03-18 01:12:34,The protagonist of what classic novel is named after a real-life fireman?,Adventures of Tom Sawyer,true,A,Slaughte… https://t.co/fWE0dyoE8s,false,,,,
2018-03-19 01:22:32,What was the prime reason for the 14th-century leadership crisis in the Catholic church?,Rival popes,true,A,Empero… https://t.co/Qv98kCj4qS,false,,,,
2018-03-21 19:10:35,The artist behind what 20th-century masterpiece also competed in a World Chess Olympiad?,Fountain,true,A,Christina… https://t.co/iebv0IOjp1,false,,,,
2018-03-22 19:09:35,"Ardrey Kell High School in Charlotte, North Carolina played a major role in what meme?",Water bottle flipping,true,A,,false,,,,
2018-03-23 01:09:35,"In towns like Edinburgh and Glasgow, homes traditionally have red doors to signify what?",Paid off mortgage,true,A,,false,,,,
2018-03-24 01:14:08,Which of these events traditionally occurs on the Tuesday after Easter in Tobago?,Goat race,true,A,Rabbit jumping… https://t.co/mirtzCta3F,false,,,,
2018-03-25 01:09:17,A 2014 online gag convinced some people to recharge their iPhones by doing what?,Microwaving them,true,A,Plugging… https://t.co/l3M70SKcPW,false,,,,
2018-03-25 01:15:00,Herman Melville dedicated “Moby-Dick” to the author of what other classic work?,Twice-Told Tales,true,A,Paul Rever… https://t.co/dGIuxH7S3y,false,,,,
2018-03-26 01:26:08,Which two U.S. states' capitals are located the farthest apart from each other?,Florida / Maine,true,A,New Mexico… https://t.co/YZwVyiXLmS,false,,,,
2018-03-26 19:12:33,The stage name “Chubby Checker” was selected in homage to the performer of what song?,Blueberry Hill,true,A,Roll O… https://t.co/fkMjjrumWb,false,,,,
2018-03-27 02:07:33,Which athlete deliberately incorporated soccer shoe concepts into their own sneaker design?,Kobe Bryant,true,A,Ser… https://t.co/Mpo5FuOkZT,false,,,,
2018-03-28 19:11:39,The SNL cast member with the autobiography called “It's Always Something” played what character?,Emily Litella… https://t.co/yz4SSCDpT9,true,A,,,,,,
2018-03-28 19:12:51,"When the U.N. declared 2016 “The International Year of Pulses,” it was to promote awareness of what?",Legumes,true,A,,false,,,,
2018-03-29 01:14:56,Which of these stars famously performed at the Berlin Wall before it began to fall?,Bruce Springsteen,true,A,David… https://t.co/50OLkcz5Lj,false,,,,
2018-03-29 01:21:29,A crystal egg plays a key role in an '80s film that had what working title?,White Boys Off the Lake,true,A,A Boy's… https://t.co/9R89UZN7mg,false,,,,
2018-04-05 19:07:18,"Before leaving office, what president's staff removed dozens of W's from White House keyboards?",Bill Clinton,true,A,,false,,,,
2018-04-06 19:11:57,What is the name of the figure considered to be a four-dimensional equivalent of a Mobius strip?,Klein Bottle… https://t.co/FNmdRB6XXC,true,A,,,,,,
2018-04-08 01:10:06,"Alfred, Lord Tennyson's “Charge of the Light Brigade” commemorates a battle in what conflict?",Crimean War,true,A,F… https://t.co/U7lqNn99B9,false,,,,
2018-04-10 01:07:13,"By definition, whole-body cryotherapy traditionally involves what?",Freezing-cold chambers,true,A,High-intensity ex… https://t.co/ytwpYFdgWt,false,,,,
2018-04-10 01:09:55,The world's premier cheese-rolling festival features what kind of cheese?,Double Gloucester,true,A,St-Andre Triple… https://t.co/p1bq5gNaJZ,false,,,,
2018-04-11 01:10:19,"In Dr. Seuss's “The Cat in the Hat Comes Back,” what is inside the Cat's hat?",Many smaller cats,true,A,All-weather… https://t.co/gYkv7zd73J,false,,,,
2018-04-12 01:07:04,A 2002 law requires US candidates to say which of these phrases in political ads?,I approve this message,true,A,My… https://t.co/js8KMtaDP1,false,,,,
2018-04-12 19:12:09,The world's largest living single-stem tree is named for a soldier who fought where?,Battle of Shiloh,true,A,Battl… https://t.co/qshxJ7qdC4,false,,,,
2018-04-13 19:08:54,What is the name of George RR Martin's best-selling fantasy novel series?,A Song of Ice and Fire,true,A,The Rains… https://t.co/syJ9dGlPz8,false,,,,
2018-04-14 01:15:11,The only Super Bowl halftime show broadcast in 3D had what theme?,Rock ‘n' roll magic show,true,A,Musical trip to… https://t.co/VzjX2WAiay,false,,,,
2018-04-23 01:11:39,The heroine of Disney's “The Little Mermaid” was based on a star of what classic sitcom?,Who's the Boss,true,A,Dif… https://t.co/mfa6uChPWi,false,,,,
2018-04-24 01:04:19,"In 1954, Roger Bannister became the first man to do what in under four minutes?",Run a mile,true,A,Respond to my te… https://t.co/1MnSM7uOkU,false,,,,
2018-04-25 01:11:33,The author of which of these works also wrote a famous biography of Christopher Columbus?,Rip Van Winkle,true,A,A… https://t.co/fbf0eRqD0M,false,,,,
2018-04-25 19:10:06,A massive 2017 hit by Selena Gomez sampled a '70s song with what memorable lyric?,Qu'est-ce que c'est,true,A,You d… https://t.co/Z8ITHsDOgz,false,,,,
2018-04-27 01:10:21,The Theridion grallator is a Hawaiian spider famous for what distinctive pattern on its back?,Smiley face,true,A,I… https://t.co/cVFrKy7rPS,false,,,,
2018-04-30 01:11:11,Guns N' Roses once wrote a song with the same title as what author's most famous work?,JD Salinger,true,A,F. Scott… https://t.co/5oPgBnMsLA,false,,,,
2018-04-30 19:07:55,"What is the name of the treat that plays a key role in “The Lion, the Witch and the Wardrobe”?",Turkish delight… https://t.co/u3cvhSkTbS,true,A,,,,,,
2018-05-03 01:10:05,"Taylor Swift reportedly wrote ""Bad Blood"" about Katy Perry after a conflict over what?",Backup dancers,true,A,Award… https://t.co/H6ro3iH6gj,false,,,,
2018-05-03 19:09:41,"In one of the biggest upsets in Tony history, a show about puppets beat out which of these musicals?",Wicked,true,A,,false,,,,
2018-05-04 19:08:22,"In their original theatrical run, the “Little Rascals” shorts of the 1930s and '40s were called what?",Our Gang… https://t.co/k06Tk76fJs,true,A,,,,,,
2018-02-14 02:11:30,Aaron Sorkin &amp, Quentin Tarantino helped write the screenplay to which movie?,The Rock,true,A,Con Air,B,Face/Off,8,
2018-03-21 01:05:32,American folk hero &amp, apple enthusiast John Chapman was known by what nickname?,Red Delicious Ricky,false,A,Johnny App… https://t.co/nQgEXbtty3,B,,2,
2018-03-20 01:07:40,Ben &amp, Jerry's Cherry Garcia flavor is a pun on the lead singer of what band?,Grateful Dead,true,A,Phish,B,Rolling Stones,3,
2018-02-18 02:12:48,Matt Damon &amp, Ben Affleck appear uncredited in which baseball movie?,Field of Dreams,true,A,Moneyball,B,Fever Pitch,11,
2018-02-02 20:05:48,What was the first theatrical feature film to be completely computer-animated?,Gone with the Wind,false,A,Toy Story 2,false,Toy Story,true,,
2018-02-02 20:08:51,"In the popular comic strip, what color is Hagar the Horrible's beard?",White,false,A,Blond,false,Red,true,,
2018-02-02 20:10:05,What spice comes from the crocus flower?,Cloves,false,A,Allspice,false,Saffron,true,,
2018-02-02 20:11:20,Buying a can of soda will incur a higher tax in which city?,"Santa Barbara, CA",false,A,"Denver, CO",false,"Seattle, WA",true,,
2018-02-02 20:14:28,Catherine de' Medici was present at the performance of the first-ever formal what?,Opera,false,A,Commedia dell'arte,false,Ballet,true,,
2018-02-03 02:06:18,Parmesan cheese is named for an Italian province called what?,Romana,false,A,Yomamma,false,Parma,true,,
2018-02-03 02:09:43,What is the correct spelling of the Pennsylvania town famous for its groundhog?,Punksatawany,false,A,Puncksehtany,false,Punxsutawney,true,,
2018-02-03 02:12:05,What was the least popular papal name of the 19th century?,Leo,false,A,Pius,false,Gregory,true,,
2018-02-04 02:05:12,Which country is part of North America?,Norway,false,A,Brazil,false,Canada,true,,
2018-02-04 02:09:55,Aerosmith's “Dude (Looks Like a Lady)” was written about what heavy metal vocalist?,Axl Rose,false,A,Bret Michaels,false,Vince Neil,true,,
2018-02-04 02:10:36,Which of these is Venus visibly lacking in Botticelli's “Birth of Venus”?,Belly button,false,A,Left arm,false,Body hair,true,,
2018-02-04 02:11:35,Boston and Buffalo have both been home to major pro sports teams named what?,Giants,false,A,Angels,false,Braves,true,,
2018-02-05 20:05:13,Tic-tac-toe is typically played by writing what two symbols?,Yin and yang,false,A,+ / -,false,X / O,true,,
2018-02-05 20:06:00,What's the anatomical name for the center of a hurricane?,Shinbone,false,A,Pancreas,false,Eye,true,,
2018-02-05 20:08:09,"By definition, which of these people is guilty of treason?",Scullion,false,A,Poltroon,false,Quisling,true,,
2018-02-05 20:10:57,Which has been the last name of a U.S. president AND a British prime minister?,Hayes,false,A,Arthur,false,Wilson,true,,
2018-02-06 02:05:11,A spork is a utensil that combines what two things?,Spam / pork,false,A,Sponge / cork,false,Spoon / fork,true,,
2018-02-06 02:08:41,What popular corn chip loosely translates to “little golden things” in Spanish?,Tostitos,false,A,Fritos,false,Doritos,true,,
2018-02-06 02:12:48,What zodiac sign features a creature that defends itself with an aculeus?,Cancer,false,A,Sagittarius,false,Scorpio,true,,
2018-02-06 02:14:23,"From 2000 to 2002, what MLB team's stadium was named for a company that no longer exists?",Angels,false,A,Rays,false,Astros,true,,
2018-02-06 02:15:10,The lunar module for the Apollo 10 moon mission was nicknamed what?,Eagle,false,A,Beagle,false,Snoopy,true,,
2018-02-06 02:16:48,"After Prince Edward Island, what is Canada's most densely populated province?",New Brunswick,false,A,Ontario,false,Nova Scotia,true,,
2018-02-07 02:05:17,"In the classic fairy tale, who is Little Red Riding Hood's enemy?",Big Baller Brand,false,A,Big Lebowski,false,Big Bad Wolf,true,,
2018-02-07 02:06:43,A bed that folds up into the wall is commonly known as what?,Sully bed,false,A,Fitzy bed,false,Murphy bed,true,,
2018-02-07 02:09:07,Which of these is a real illness that affects rabbits?,Ruffles,false,A,Fluffles,false,Snuffles,true,,
2018-02-07 02:09:57,The Doors are named after a famous essay by the author of what iconic novel?,Lolita,false,A,On the Road,false,Brave New World,true,,
2018-02-07 02:11:37,The famous German phrase “Sturm und Drang” comes from what?,Poem,false,A,Novel,false,Play,true,,
2018-02-07 02:12:18,In which African country is English NOT the official language?,Sierra Leone,false,A,Liberia,false,Chad,true,,
2018-02-07 02:14:35,Which legendary music producer is closely related to former President Jimmy Carter?,Jeff Lynne,false,A,Brian Eno,false,Berry Gordy,true,,
2018-02-07 20:06:47,What does bicameral mean?,Two camels,false,A,Two cameras,false,Two chambers,true,,
2018-02-07 20:12:32,Which of these baseball legends was a first-ballot Hall of Famer?,Joe DiMaggio,false,A,Cy Young,false,Mickey Mantle,true,,
2018-02-07 20:15:04,Which of these things can be mathematically described as an oblate spheroid?,NFL football,false,A,Unshelled peanut,false,Planet Earth,true,,
2018-02-08 02:08:07,What legendary “Buffalo Bill's Wild West” star had a negative-sounding nickname?,Annie Oakley,false,A,May Lillie,false,Martha Jane Cannary,true,,
2018-02-08 02:11:27,Which film features the same kind of talking animal as the Old Testament book Numbers?,The Lion King,false,A,Finding Nemo,false,Shrek,true,,
2018-02-08 20:03:54,Which of these is the name of a princess in Disney's “Frozen”?,Frosier,false,A,Jack Frost,false,Elsa,true,,
